x,y
1.0,1.1424723685138285
1.0990990990990992,-1.8568865583170657
1.1981981981981982,-3.007271961079786
1.2972972972972974,-3.0054748637935087
1.3963963963963963,-4.388473086825442
1.4954954954954955,-5.209355919713946
1.5945945945945947,-5.954200192803724
1.6936936936936937,-9.247631655561575
1.7927927927927927,-7.825621525753474
1.8918918918918919,-9.079434104117988
1.990990990990991,-9.952282962430099
2.09009009009009,-10.254831623173496
2.1891891891891895,-10.565693559255193
2.288288288288288,-11.611463121807324
2.3873873873873874,-15.430322439011077
2.4864864864864864,-13.61256433617246
2.5855855855855854,-16.4846422887228
2.684684684684685,-14.70884680507584
2.7837837837837838,-17.709382180955142
2.8828828828828827,-18.07271611561564
2.981981981981982,-20.270155697472134
3.081081081081081,-20.781970129137804
3.18018018018018,-21.62341230900124
3.279279279279279,-24.009425559769344
3.3783783783783785,-22.615203298338
3.4774774774774775,-25.788988477925635
3.5765765765765765,-26.193314933455227
3.675675675675676,-27.6007848097971
3.774774774774775,-28.867933153506797
3.873873873873874,-29.99681705102229
3.972972972972973,-30.77752756259947
4.072072072072072,-30.553016582922275
4.171171171171171,-32.06951875671887
4.27027027027027,-32.85196793951118
4.36936936936937,-33.16092794476486
4.468468468468469,-35.5764320148642
4.5675675675675675,-34.729624252816855
4.666666666666666,-36.83297750174595
4.7657657657657655,-38.15740732797033
4.864864864864865,-38.85826106170164
4.963963963963964,-39.59555393742163
5.063063063063063,-41.20283704938281
5.162162162162162,-42.54490616046806
5.261261261261262,-41.98756296072421
5.36036036036036,-42.453225775103306
5.45945945945946,-45.58992135650082
5.558558558558558,-43.093072043311764
5.657657657657658,-45.57955051557044
5.756756756756757,-46.48811424023132
5.8558558558558556,-47.75741170163069
5.954954954954955,-49.26800787827295
6.054054054054054,-51.03187099626709
6.153153153153153,-49.96883879762382
6.252252252252252,-51.853300197563286
6.351351351351352,-53.11628740098905
6.45045045045045,-54.49901950065953
6.54954954954955,-55.59278559823969
6.648648648648649,-56.459870851417584
6.747747747747748,-58.84477418888376
6.846846846846847,-57.50281631315637
6.945945945945946,-60.50875974414647
7.045045045045045,-61.63031313941083
